Time,Range,Angle,X,Y,Velocity
0,293.74414515985,2.98,-37.751547020979274,14.919143408117577,10.789412505668365
1,293.438956437606,3.0,-37.43252651477269,14.984297120383843,10.789412505668365
2,293.286362076484,3.01,-37.27300892118865,15.016791567702903,10.789412505668365
3,292.675984631996,3.04,-36.640670600426745,15.096192198589996,10.789412505668365
4,292.37079590975196,3.02,-36.3446739603861,14.96073414567735,10.789412505668365
5,292.065607187508,3.03,-36.03138184445777,14.975255904355294,10.789412505668365
6,291.91301282638597,2.99,-35.90054987226995,14.757940107879712,10.789412505668365
7,291.607824104142,3.05,-35.558552483111214,15.021753171242523,10.789412505668365
8,291.302635381898,3.05,-35.25100653281817,14.986188813701553,10.789412505668365
9,291.150041020776,3.06,-35.09147162657382,15.01816457942462,10.789412505668365
10,290.84485229853203,3.07,-34.7781569260124,15.0322485819296,10.789412505668365
11,290.463366395727,3.07,-34.39370916292506,14.987655365180999,10.789412505668365
12,290.158177673483,3.1,-34.06884774893376,15.100722188338992,10.789412505668365
13,290.08188049292204,3.1,-33.99195873268866,15.091762804069184,10.789412505668365
14,289.54780022899496,3.1,-33.45371896026819,15.029045173048445,10.789412505668365
15,289.318908687312,3.1,-33.22303582113108,15.00216514532763,10.789412505668365
16,289.013719965068,3.1,-32.91544991626654,14.966324131197958,10.789412505668365
17,288.708531242824,3.11,-32.60210264101363,14.979805870663846,10.789412505668365
18,288.40334252058,3.13,-32.282986948119685,15.042446287929074,10.789412505668365
19,288.098153798336,3.11,-31.98689516316898,14.908010852155897,10.789412505668365
20,287.792965076092,3.14,-31.66202647070793,15.019594057209737,10.789412505668365
