Time,Range,Angle,X,Y,Velocity
0,293.74414515985,3.01,-37.734271154225326,15.069805246445,10.789412505668365
1,293.438956437606,3.0,-37.43252651477269,14.984297120383843,10.789412505668365
2,293.286362076484,3.0,-37.27876706295427,14.966652466505103,10.789412505668365
3,292.675984631996,3.01,-36.65796043326429,14.946102964530304,10.789412505668365
4,292.37079590975196,3.03,-36.33891686578937,15.010710216964512,10.789412505668365
5,292.065607187508,3.06,-36.01407683306735,15.125017058651842,10.789412505668365
6,291.91301282638597,3.05,-35.86608908137276,15.057316447322364,10.789412505668365
7,291.607824104142,3.04,-35.56431151695267,14.971913299064902,10.789412505668365
8,291.302635381898,3.09,-35.22790831665179,15.185323529336088,10.789412505668365
9,291.150041020776,3.09,-35.07414427709557,15.167433592022569,10.789412505668365
10,290.84485229853203,3.03,-34.80114838531574,14.833427889276265,10.789412505668365
11,290.463366395727,3.06,-34.3994622633183,14.938018797033756,10.789412505668365
12,290.158177673483,3.05,-34.09762540922378,14.852812781204833,10.789412505668365
13,290.08188049292204,3.1,-33.99195873268866,15.091762804069184,10.789412505668365
14,289.54780022899496,3.09,-33.459479298862504,14.979572663509693,10.789412505668365
15,289.318908687312,3.1,-33.22303582113108,15.00216514532763,10.789412505668365
16,289.013719965068,3.12,-32.90392526233819,15.065078242885136,10.789412505668365
17,288.708531242824,3.12,-32.596342274775566,15.029128739743719,10.789412505668365
18,288.40334252058,3.13,-32.282986948119685,15.042446287929074,10.789412505668365
19,288.098153798336,3.13,-31.975390920985262,15.00644084064777,10.789412505668365
20,287.792965076092,3.14,-31.66202647070793,15.019594057209737,10.789412505668365
