Time,Range,Angle,X,Y,Velocity
0,293.74414515985,3.0,-37.738387202641604,15.03397259963996,4.286864790198591
1,293.74414515985,2.99,-37.74414833597484,14.983752274348106,4.286864790198591
2,293.36265925704504,3.01,-37.34823575249777,15.039994798608149,4.286864790198591
3,292.98117335424,3.01,-36.963839855189576,14.995796029075386,4.286864790198591
4,292.59968745143505,3.03,-36.567909818720466,15.05162868615055,4.286864790198591
5,292.21820154863,3.03,-36.18350050976153,15.00729241084587,4.286864790198591
6,292.21820154863,3.04,-36.17773529166942,15.05724035135026,4.286864790198591
7,291.836715645825,3.04,-35.793319207954255,15.01283530753598,4.286864790198591
8,291.45522974302,3.04,-35.40888854682248,14.968428579841003,4.286864790198591
9,291.073743840215,3.05,-35.01869258260001,14.973765809571418,4.286864790198591
10,291.073743840215,3.07,-35.007165202899046,15.073254090980228,4.286864790198591
11,290.69225793741003,3.08,-34.616959594796924,15.078318212440323,4.286864790198591
12,290.310772034605,3.07,-34.23827707354383,14.984029553584485,4.286864790198591
13,289.9292861318,3.09,-33.84229549931837,15.038496372758253,4.286864790198591
14,289.9292861318,3.09,-33.84229549931837,15.038496372758253,4.286864790198591
15,289.5478002289951,3.1,-33.45206715369318,15.04321781770426,4.286864790198591
16,288.784828423385,3.11,-32.67735106587003,15.002913839641344,4.286864790198591
17,288.40334252058005,3.12,-32.287099631715364,15.007292505702708,4.286864790198591
18,288.02185661777503,3.12,-31.902597480482427,14.9623334020406,4.286864790198591
19,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,4.286864790198591
20,287.64037071497006,3.13,-31.51233069668939,14.966506195883,4.286864790198591
