Time,Range,Angle,X,Y,Velocity
0,293.515253618167,3.0,-37.507755365037326,15.007494777622213,10.789412505668365
1,293.210064895923,3.0,-37.20023822532926,14.972190093857925,10.789412505668365
2,293.057470534801,3.0,-37.046476208800414,14.95453735627828,10.789412505668365
3,292.44709309031305,3.0,-36.43140507850757,14.883923758063403,10.789412505668365
4,292.141904368069,3.04,-36.10085323829918,15.048359476972045,10.789412505668365
5,291.836715645825,3.03,-35.799076681759175,14.962954460971162,10.789412505668365
6,291.684121284703,3.08,-35.61644418303058,15.194478785953194,10.789412505668365
7,291.378932562459,3.06,-35.32047822462192,15.05914467906075,10.789412505668365
8,291.073743840215,3.08,-35.00138849023858,15.122996721238884,10.789412505668365
9,290.921149479093,3.04,-34.870661018810324,14.906256319168534,10.789412505668365
10,290.615960756849,3.06,-34.55159810377501,14.970057070228407,10.789412505668365
11,290.234474854044,3.08,-34.15562543953024,15.024701737821573,10.789412505668365
12,289.9292861318,3.07,-33.85381081725507,14.939414709692421,10.789412505668365
13,289.852988951239,3.08,-33.77116400581576,14.98001944740949,10.789412505668365
14,289.318908687312,3.09,-33.2271434811089,14.966894296377923,10.789412505668365
15,289.09001714562896,3.09,-32.99645160668905,14.94004236917364,10.789412505668365
16,288.784828423385,3.14,-32.660032032582535,15.150918823817861,10.789412505668365
17,288.479639701141,3.11,-32.36975637384484,14.967001796882478,10.789412505668365
18,288.17445097889697,3.12,-32.056400159039924,14.980317256088242,10.789412505668365
19,287.869262256653,3.12,-31.748792373207436,14.944349264007649,10.789412505668365
20,287.56407353440903,3.14,-31.429670518737964,15.006619630273903,10.789412505668365
