Time,Range,Angle,X,Y,Velocity
0,293.74414515985,2.92,-37.785862083616735,14.617792697860388,10.789412505668365
1,293.438956437606,3.02,-37.4209953118916,15.084627988128197,10.789412505668365
2,293.286362076484,3.03,-37.2614663853243,15.117066751324252,10.789412505668365
3,292.675984631996,3.03,-36.646442609847725,15.046163460039132,10.789412505668365
4,292.37079590975196,3.02,-36.3446739603861,14.96073414567735,10.789412505668365
5,292.065607187508,3.03,-36.03138184445777,14.975255904355294,10.789412505668365
6,291.91301282638597,3.04,-35.87185431749276,15.007422899341258,10.789412505668365
7,291.607824104142,3.05,-35.558552483111214,15.021753171242523,10.789412505668365
8,291.302635381898,3.05,-35.25100653281817,14.986188813701553,10.789412505668365
9,291.150041020776,3.04,-35.102979771271805,14.918646872879172,10.789412505668365
10,290.84485229853203,3.07,-34.7781569260124,15.0322485819296,10.789412505668365
11,290.463366395727,3.08,-34.38794739940403,15.037290928466795,10.789412505668365
12,290.158177673483,3.08,-34.08038477397491,15.001561439830084,10.789412505668365
13,290.08188049292204,3.09,-33.99773000937665,15.042196353013722,10.789412505668365
14,289.54780022899496,3.06,-33.47670850592789,14.831149113230289,10.789412505668365
15,289.318908687312,3.08,-33.234538494804724,14.903299646877024,10.789412505668365
16,289.013719965068,3.09,-32.921199316172306,14.916945568284817,10.789412505668365
17,288.708531242824,3.11,-32.60210264101363,14.979805870663846,10.789412505668365
18,288.40334252058,3.11,-32.29450373983536,14.943908925977006,10.789412505668365
19,288.098153798336,3.13,-31.975390920985262,15.00644084064777,10.789412505668365
20,287.792965076092,3.12,-31.673535323321516,14.921273452742618,10.789412505668365
