Time,Range,Angle,X,Y,Velocity
0,293.74414515985,2.99,-37.745797163907696,14.96936502570761,10.789412505668365
1,293.438956437606,3.02,-37.4209953118916,15.084627988128197,10.789412505668365
2,293.286362076484,3.02,-37.26724202858679,15.066929663151718,10.789412505668365
3,292.675984631996,3.01,-36.65796043326429,14.946102964530304,10.789412505668365
4,292.37079590975196,3.04,-36.33315104881041,15.060685282687942,10.789412505668365
5,292.065607187508,3.01,-36.04287495394027,14.875410109871154,10.789412505668365
6,291.91301282638597,3.11,-35.83131480325858,15.356656535364351,10.789412505668365
7,291.607824104142,3.08,-35.541223190624294,15.171266746301974,10.789412505668365
8,291.302635381898,3.06,-35.24524501220128,15.035974003626663,10.789412505668365
9,291.150041020776,3.13,-35.05091957131441,15.366444790351494,10.789412505668365
10,290.84485229853203,3.07,-34.7781569260124,15.0322485819296,10.789412505668365
11,290.463366395727,3.09,-34.38217697293078,15.086925485379169,10.789412505668365
12,290.158177673483,3.11,-34.06306625647744,15.150301050890107,10.789412505668365
13,290.08188049292204,3.12,-33.98039022681945,15.190892680572034,10.789412505668365
14,289.54780022899496,3.11,-33.44794998717987,15.078516676464943,10.789412505668365
15,289.318908687312,3.1,-33.22303582113108,15.00216514532763,10.789412505668365
16,289.013719965068,3.11,-32.90969189826336,15.015701689899437,10.789412505668365
17,288.708531242824,3.11,-32.60210264101363,14.979805870663846,10.789412505668365
18,288.40334252058,3.14,-32.27721565392682,15.091713459859804,10.789412505668365
19,288.098153798336,3.14,-31.96962591561345,15.055654327492775,10.789412505668365
20,287.792965076092,3.15,-31.656259174439526,15.068752851440507,10.789412505668365
