n_train_a,n_guard_a,n_train_d,n_guard_d,n_train_r,n_guard_r,pfa,precision,recall,f1,tp,fp,fn
3,1,3,2,5,2,1e-05,0.02926099957283212,0.685,0.05612453912331012,137,4545,63
3,1,3,2,5,3,0.01,0.01166094471409968,0.985,0.023049023049023048,197,16697,3
3,1,3,2,5,3,0.003,0.01679202378870037,0.96,0.03300670448684889,192,11242,8
3,1,3,2,5,3,0.001,0.021979327551384105,0.925,0.04293837762562377,185,8232,15
3,1,3,2,5,3,0.0003,0.025975975975975975,0.865,0.05043731778425656,173,6487,27
3,1,3,2,5,3,0.0001,0.027561102444097763,0.795,0.05327525548668119,159,5610,41
3,1,3,2,5,3,3e-05,0.026921576277799453,0.69,0.051821254224558765,138,4988,62
3,1,3,2,5,3,1e-05,0.027540563620836893,0.645,0.052825552825552825,129,4555,71
3,1,5,1,5,2,0.01,0.012298900552829369,0.99,0.02429596907785754,198,15901,2
3,1,5,1,5,2,0.003,0.017755811825004575,0.97,0.034873269818443284,194,10732,6
3,1,5,1,5,2,0.001,0.022966507177033493,0.96,0.044859813084112146,192,8168,8
3,1,5,1,5,2,0.0003,0.026415094339622643,0.91,0.051339915373765865,182,6708,18
3,1,5,1,5,2,0.0001,0.02837794259916156,0.88,0.054982817869415807,176,6026,24
3,1,5,1,5,2,3e-05,0.029767274039328884,0.825,0.05746125718265715,165,5378,35
3,1,5,1,5,2,1e-05,0.029562475364603862,0.75,0.05688282138794084,150,4924,50
3,1,5,1,5,3,0.01,0.011838191552647233,0.995,0.023398001175778955,199,16611,1
3,1,5,1,5,3,0.003,0.01683297180043384,0.97,0.033091684434968016,194,11331,6
3,1,5,1,5,3,0.001,0.022150438394093218,0.96,0.04330175913396482,192,8476,8
3,1,5,1,5,3,0.0003,0.026349522859991453,0.925,0.051239440520703505,185,6836,15
3,1,5,1,5,3,0.0001,0.028098908156711625,0.875,0.05444928438083385,175,6053,25
3,1,5,1,5,3,3e-05,0.02907394113424264,0.81,0.05613305613305613,162,5410,38
3,1,5,1,5,3,1e-05,0.029192789968652037,0.745,0.05618401206636501,149,4955,51
3,1,5,2,5,2,0.01,0.012072920439454304,1.0,0.023857807467493736,200,16366,0
3,1,5,2,5,2,0.003,0.017278043593833066,0.975,0.033954379244297395,195,11091,5
3,1,5,2,5,2,0.001,0.02203543843707406,0.97,0.04309195912927589,194,8610,6
3,1,5,2,5,2,0.0003,0.025717379534380077,0.95,0.05007907221929363,190,7198,10
3,1,5,2,5,2,0.0001,0.027341389728096677,0.905,0.053079178885630504,181,6439,19
3,1,5,2,5,2,3e-05,0.02950544844928751,0.88,0.05709651257096513,176,5789,24
3,1,5,2,5,2,1e-05,0.030828872069411112,0.835,0.059462346448281994,167,5250,33
3,1,5,2,5,3,0.01,0.011633317822242903,1.0,0.022999080036798524,200,16992,0
3,1,5,2,5,3,0.003,0.016564365593206086,0.985,0.03258083188621516,197,11696,3
3,1,5,2,5,3,0.001,0.021269561384174563,0.965,0.04162173819279706,193,8881,7
3,1,5,2,5,3,0.0003,0.02553134607672771,0.955,0.04973310766827237,191,7290,9
3,1,5,2,5,3,0.0001,0.027932960893854747,0.925,0.05422834530265279,185,6438,15
3,1,5,2,5,3,3e-05,0.02905811623246493,0.87,0.05623787976729153,174,5814,26
3,1,5,2,5,3,1e-05,0.029717411121239743,0.815,0.0573438874230431,163,5322,37
