Time,Range,Angle,X,Y,Velocity
0,,,,,
1,293.74414515985,3.03,-37.72105121327019,15.184627531762388,0.0
2,293.36265925704504,3.01,-37.34823575249777,15.039994798608149,0.0
3,292.98117335424,3.0,-36.96959433725135,14.945710888378564,0.0
4,292.59968745143505,3.0,-36.585176328132434,14.901577555654,0.0
5,,,,,
6,292.21820154863,3.04,-36.17773529166942,15.05724035135026,0.0
7,291.836715645825,3.06,-35.781778143233055,15.112593982260776,0.0
8,,,,,
9,,,,,
10,291.073743840215,3.07,-35.007165202899046,15.073254090980228,0.0
11,290.69225793741003,3.09,-34.61118200422379,15.127992738895976,0.0
12,290.310772034605,3.09,-34.226746158666,15.083245417970197,0.0
13,289.9292861318,3.07,-33.85381081725507,14.939414709692421,0.0
14,289.5478002289951,3.1,-33.45206715369318,15.04321781770426,0.0
15,289.5478002289951,3.1,-33.45206715369318,15.04321781770426,0.0
16,288.784828423385,3.11,-32.67735106587003,15.002913839641344,0.0
17,288.40334252058005,3.11,-32.29285619152165,14.958023609978241,0.0
18,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,0.0
19,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,0.0
20,287.64037071497006,3.13,-31.51233069668939,14.966506195883,0.0
