Time,Range,Angle,X,Y,Velocity
0,,,,,
1,293.74414515985,2.99,-37.74414833597484,14.983752274348106,0.0
2,293.36265925704504,3.02,-37.342464809022374,15.090146023262406,0.0
3,292.98117335424,3.02,-36.95807663170939,15.045880164662783,0.0
4,292.59968745143505,3.03,-36.567909818720466,15.05162868615055,0.0
5,,,,,
6,292.21820154863,3.02,-36.18925701020572,14.957343464881866,0.0
7,291.836715645825,3.03,-35.799076681759175,14.962954460971162,0.0
8,,,,,
9,,,,,
10,291.073743840215,3.08,-35.00138849023858,15.122996721238884,0.0
11,290.69225793741003,3.09,-34.61118200422379,15.127992738895976,0.0
12,290.310772034605,3.09,-34.226746158666,15.083245417970197,0.0
13,289.9292861318,3.08,-33.848057481539854,14.98895604367587,0.0
14,289.5478002289951,3.08,-33.46358414349913,14.944272369737334,0.0
15,289.5478002289951,3.09,-33.45782996590577,14.993745596244281,0.0
16,288.784828423385,3.1,-32.683106855511085,14.953576832259543,0.0
17,288.40334252058005,3.13,-32.28133447295227,15.056560395967551,0.0
18,288.02185661777503,3.11,-31.90834619930115,14.913131615285756,0.0
19,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,0.0
20,287.64037071497006,3.14,-31.506572668280683,15.015638864081154,0.0
