frame,t_s,track_id,cls,conf,x1,y1,x2,y2,foot_u,foot_v,X,Y
33,6.6000000000000005,1.0,cyclist,0.6822556257247925,1428.979248046875,1458.08349609375,1611.5626220703125,1602.73388671875,1520.2709350585938,1602.73388671875,-37.537251982762825,-9.001224345792604
34,6.800000000000001,1.0,cyclist,0.6765941977500916,1428.9034423828125,1456.8538818359375,1612.547607421875,1602.4075927734375,1520.7255249023438,1602.4075927734375,-37.807887764094,-9.084779811556816
35,7.0,1.0,cyclist,0.5670908689498901,1429.6483154296875,1457.757080078125,1612.1192626953125,1602.2216796875,1520.8837890625,1602.2216796875,-38.03074841807831,-9.1490559074019
36,7.2,1.0,cyclist,0.6772403717041016,1429.91162109375,1457.632568359375,1612.5364990234375,1602.21044921875,1521.2240600585938,1602.21044921875,-37.82514351487744,-9.100113428634137
37,7.4,1.0,cyclist,0.7002142071723938,1428.7110595703125,1456.577880859375,1613.144775390625,1602.5386962890625,1520.9279174804688,1602.5386962890625,-37.448512526419144,-8.990868249663109
38,7.6000000000000005,1.0,cyclist,0.7320648431777954,1428.988037109375,1456.7249755859375,1612.6043701171875,1601.968017578125,1520.7962036132812,1601.968017578125,-38.54585230165424,-9.287925536380563
39,7.800000000000001,1.0,cyclist,0.7529601454734802,1430.1339111328125,1457.424072265625,1613.0894775390625,1602.153564453125,1521.6116943359375,1602.153564453125,-37.67028484261575,-9.06597729622458
40,8.0,1.0,cyclist,0.7782455086708069,1429.82421875,1456.7174072265625,1613.9373779296875,1602.5985107421875,1521.8807983398438,1602.5985107421875,-36.74537709454933,-8.81838370741094
41,8.200000000000001,1.0,cyclist,0.7652034163475037,1428.5537109375,1456.7874755859375,1613.290283203125,1603.1990966796875,1520.9219970703125,1603.1990966796875,-36.35122275744273,-8.690842934714814
42,8.4,1.0,cyclist,0.7346854209899902,1428.958984375,1456.096435546875,1614.31884765625,1603.2418212890625,1521.638916015625,1603.2418212890625,-35.854848397691924,-8.569633937309582
43,8.6,1.0,cyclist,0.7766724228858948,1428.7906494140625,1455.365966796875,1613.7767333984375,1602.3758544921875,1521.28369140625,1602.3758544921875,-37.49883602337059,-9.012132353284787
44,8.8,1.0,cyclist,0.5315221548080444,1429.95068359375,1457.6739501953125,1612.3760986328125,1602.4697265625,1521.1633911132812,1602.4697265625,-37.41514308898942,-8.986707912859579
45,9.0,1.0,cyclist,0.7683489322662354,1429.95068359375,1457.6138916015625,1612.9337158203125,1602.73681640625,1521.4421997070312,1602.73681640625,-36.7886908142428,-8.821175685583274
46,9.200000000000001,1.0,cyclist,0.7612441182136536,1429.45849609375,1456.9012451171875,1613.0908203125,1602.494384765625,1521.274658203125,1602.494384765625,-37.301595396810214,-8.957994160352442
47,9.4,1.0,cyclist,0.8424409031867981,1429.748046875,1457.30517578125,1612.3565673828125,1602.0289306640625,1521.0523071289062,1602.0289306640625,-38.261561126779704,-9.21576601430968
48,9.600000000000001,1.0,cyclist,0.6911682486534119,1429.1829833984375,1455.571044921875,1614.0267333984375,1602.3173828125,1521.6048583984375,1602.3173828125,-37.392183536306554,-8.989716187210053
49,9.8,1.0,cyclist,0.7163951396942139,1429.2747802734375,1455.9990234375,1613.1624755859375,1601.974365234375,1521.2186279296875,1601.974365234375,-38.247276041946954,-9.21544238585125
