Time (s),| Total Complex Impulse Response total | (W),Phase( Total Complex Impulse Response total ) (rad)
1.60657203e-06,1.86973036e-13,-2.01126933
1.80130803e-06,1.75019427e-16,-2.72021341
1.93113192e-06,1.23150025e-12,1.77240002
1.93924598e-06,1.61766132e-14,-1.62642729
1.94736003e-06,5.42632854e-15,1.39443958
1.95547409e-06,1.10659662e-14,-0.302589923
1.96358792e-06,2.89906766e-18,-1.29800451
1.97170198e-06,6.4115907e-23,-0.115960404
1.97981603e-06,5.24005755e-29,-2.34711146
1.98793009e-06,4.65174904e-37,0.557961702
2.08529809e-06,1.77604791e-23,-1.43208182
2.09341192e-06,5.33005861e-24,-2.78984308
2.10152598e-06,3.29426362e-24,0.126312286
2.10964004e-06,4.20410255e-25,1.41061258
2.11775409e-06,4.58002927e-31,0.103238575
2.12586792e-06,9.16945358e-36,-1.38103437
2.23946404e-06,3.26765408e-28,0.4905442
2.2475781e-06,3.23510786e-31,1.47915196
2.25569192e-06,1.08359408e-31,0.307990789
2.26380598e-06,5.00930563e-33,0.524022758
3.36731e-06,7.10750822e-21,-2.41524792
3.37542406e-06,2.14166029e-27,2.87598991
3.38353789e-06,1.96199235e-31,-0.404647678
3.51336189e-06,7.41773844e-27,-1.38262451
3.52147595e-06,6.17107328e-35,-1.36829448
4.77103185e-06,1.11346368e-29,0.613662183
4.77914591e-06,2.15494916e-32,1.46227562
4.78725997e-06,5.86592958e-32,0.639504731
4.79537402e-06,2.87549038e-34,1.22859466
