n_train_a,n_guard_a,n_train_d,n_guard_d,n_train_r,n_guard_r,pfa,tar_thresh,precision,recall,f1,tp,fp,fn
1,1,5,1,5,2,0.0001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,2,0.0001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,2,0.0001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,2,0.0001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,2,0.0001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,2,3e-05,-9999.0,0.026171741361614778,0.765,0.05061197485941117,153,5693,47
1,1,5,1,5,2,3e-05,-40.0,0.049626986701265,0.765,0.09320743222662199,153,2930,47
1,1,5,1,5,2,3e-05,-35.0,0.1201885310290652,0.765,0.20773930753564152,153,1120,47
1,1,5,1,5,2,3e-05,-30.0,0.16271186440677965,0.72,0.26543778801843315,144,741,56
1,1,5,1,5,2,3e-05,-25.0,0.17054263565891473,0.55,0.2603550295857988,110,535,90
1,1,5,1,5,2,3e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,2,3e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,2,3e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,2,3e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,2,3e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,2,1e-05,-9999.0,0.02645305514157973,0.71,0.051005747126436775,142,5226,58
1,1,5,1,5,2,1e-05,-40.0,0.0478597910347152,0.71,0.08967477107672878,142,2825,58
1,1,5,1,5,2,1e-05,-35.0,0.11725846407927333,0.71,0.2012756909992913,142,1069,58
1,1,5,1,5,2,1e-05,-30.0,0.16152019002375298,0.68,0.2610364683301344,136,706,64
1,1,5,1,5,2,1e-05,-25.0,0.1703125,0.545,0.25952380952380955,109,531,91
1,1,5,1,5,2,1e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,2,1e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,2,1e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,2,1e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,2,1e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.01,-9999.0,0.010972651080723423,0.995,0.021705933682373474,199,17937,1
1,1,5,1,5,3,0.01,-40.0,0.04879843060323688,0.995,0.09303412809724171,199,3879,1
1,1,5,1,5,3,0.01,-35.0,0.10520722635494155,0.99,0.19020172910662825,198,1684,2
1,1,5,1,5,3,0.01,-30.0,0.16,0.9,0.27169811320754716,180,945,20
1,1,5,1,5,3,0.01,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,1,5,3,0.01,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,0.01,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,0.01,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,0.01,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.01,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.003,-9999.0,0.015579826533890138,0.97,0.03066708820739804,194,12258,6
1,1,5,1,5,3,0.003,-40.0,0.050442017680707225,0.97,0.09589718240237272,194,3652,6
1,1,5,1,5,3,0.003,-35.0,0.10880538418395962,0.97,0.1956631366616238,194,1589,6
1,1,5,1,5,3,0.003,-30.0,0.1602506714413608,0.895,0.2718299164768413,179,938,21
1,1,5,1,5,3,0.003,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,1,5,3,0.003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,0.003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,0.003,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,0.003,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.003,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.001,-9999.0,0.020337888733455288,0.945,0.0398188138628463,189,9104,11
1,1,5,1,5,3,0.001,-40.0,0.05311973018549747,0.945,0.10058541777541245,189,3369,11
1,1,5,1,5,3,0.001,-35.0,0.11531421598535692,0.945,0.2055464926590538,189,1450,11
1,1,5,1,5,3,0.001,-30.0,0.161231884057971,0.89,0.27300613496932513,178,926,22
1,1,5,1,5,3,0.001,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,1,5,3,0.001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,0.001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,0.001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,0.001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.0003,-9999.0,0.023703703703703703,0.88,0.04616393442622951,176,7249,24
1,1,5,1,5,3,0.0003,-40.0,0.05174948544545722,0.88,0.0977506248264371,176,3225,24
1,1,5,1,5,3,0.0003,-35.0,0.11376858435681965,0.88,0.2014882655981683,176,1371,24
1,1,5,1,5,3,0.0003,-30.0,0.16059757236227826,0.86,0.2706530291109363,172,899,28
1,1,5,1,5,3,0.0003,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,1,5,3,0.0003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,0.0003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,0.0003,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,0.0003,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.0003,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.0001,-9999.0,0.024635036496350366,0.81,0.047815820543093274,162,6414,38
1,1,5,1,5,3,0.0001,-40.0,0.04952613879547539,0.81,0.09334485738980122,162,3109,38
1,1,5,1,5,3,0.0001,-35.0,0.11172413793103449,0.81,0.19636363636363635,162,1288,38
1,1,5,1,5,3,0.0001,-30.0,0.1568627450980392,0.8,0.2622950819672131,160,860,40
1,1,5,1,5,3,0.0001,-25.0,0.17156105100463678,0.555,0.26210153482880755,111,536,89
1,1,5,1,5,3,0.0001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,0.0001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,0.0001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,0.0001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,0.0001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,3e-05,-9999.0,0.026342624065261725,0.775,0.05095332018408941,155,5729,45
1,1,5,1,5,3,3e-05,-40.0,0.04977520873474631,0.775,0.0935425467712734,155,2959,45
1,1,5,1,5,3,3e-05,-35.0,0.11593118922961855,0.775,0.20169160702667532,155,1182,45
1,1,5,1,5,3,3e-05,-30.0,0.16261879619852165,0.77,0.26852659110723626,154,793,46
1,1,5,1,5,3,3e-05,-25.0,0.17156105100463678,0.555,0.26210153482880755,111,536,89
1,1,5,1,5,3,3e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,3e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,3e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,3e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,3e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,1e-05,-9999.0,0.02556028894239674,0.69,0.049294516878013936,138,5261,62
1,1,5,1,5,3,1e-05,-40.0,0.04640215198386012,0.69,0.08695652173913043,138,2836,62
1,1,5,1,5,3,1e-05,-35.0,0.11147011308562198,0.69,0.19193324061196107,138,1100,62
1,1,5,1,5,3,1e-05,-30.0,0.1560364464692483,0.685,0.25417439703153993,137,741,63
1,1,5,1,5,3,1e-05,-25.0,0.17182662538699692,0.555,0.26241134751773054,111,535,89
1,1,5,1,5,3,1e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,1,5,3,1e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,1,5,3,1e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,1,5,3,1e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,1,5,3,1e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.01,-9999.0,0.01110864252388358,1.0,0.021973192704900023,200,17804,0
1,1,5,2,5,2,0.01,-40.0,0.04731488052992666,1.0,0.0903546419697312,200,4027,0
1,1,5,2,5,2,0.01,-35.0,0.10364583333333334,0.995,0.1877358490566038,199,1721,1
1,1,5,2,5,2,0.01,-30.0,0.1601423487544484,0.9,0.2719033232628399,180,944,20
1,1,5,2,5,2,0.01,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,2,0.01,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,0.01,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,0.01,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,0.01,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.01,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.003,-9999.0,0.015914684167350288,0.97,0.03131557707828894,194,11996,6
1,1,5,2,5,2,0.003,-40.0,0.05041580041580042,0.97,0.0958498023715415,194,3654,6
1,1,5,2,5,2,0.003,-35.0,0.10801781737193764,0.97,0.1943887775551102,194,1602,6
1,1,5,2,5,2,0.003,-30.0,0.15953654188948307,0.895,0.2708018154311649,179,943,21
1,1,5,2,5,2,0.003,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,2,0.003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,0.003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,0.003,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,0.003,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.003,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.001,-9999.0,0.020288931378797535,0.955,0.03973372165591845,191,9223,9
1,1,5,2,5,2,0.001,-40.0,0.05224288840262582,0.955,0.09906639004149377,191,3465,9
1,1,5,2,5,2,0.001,-35.0,0.11316259678379988,0.95,0.20223523150612027,190,1489,10
1,1,5,2,5,2,0.001,-30.0,0.16050495942290352,0.89,0.27196333078686025,178,931,22
1,1,5,2,5,2,0.001,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,2,0.001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,0.001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,0.001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,0.001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.0003,-9999.0,0.023097651738739896,0.9,0.04503940948329788,180,7613,20
1,1,5,2,5,2,0.0003,-40.0,0.05115089514066496,0.9,0.09680021511158914,180,3339,20
1,1,5,2,5,2,0.0003,-35.0,0.11257861635220126,0.895,0.19999999999999998,179,1411,21
1,1,5,2,5,2,0.0003,-30.0,0.15974145891043398,0.865,0.269680436477007,173,910,27
1,1,5,2,5,2,0.0003,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,2,0.0003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,0.0003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,0.0003,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,0.0003,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.0003,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.0001,-9999.0,0.023958037992628297,0.845,0.04659498207885305,169,6885,31
1,1,5,2,5,2,0.0001,-40.0,0.04958920187793427,0.845,0.09368070953436808,169,3239,31
1,1,5,2,5,2,0.0001,-35.0,0.11016393442622952,0.84,0.19478260869565217,168,1357,32
1,1,5,2,5,2,0.0001,-30.0,0.15487571701720843,0.81,0.26003210272873195,162,884,38
1,1,5,2,5,2,0.0001,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,2,0.0001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,0.0001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,0.0001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,0.0001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,0.0001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,3e-05,-9999.0,0.025782980069598227,0.815,0.04998466727997547,163,6159,37
1,1,5,2,5,2,3e-05,-40.0,0.04986234322422759,0.815,0.09397520899394639,163,3106,37
1,1,5,2,5,2,3e-05,-35.0,0.11312849162011174,0.81,0.1985294117647059,162,1270,38
1,1,5,2,5,2,3e-05,-30.0,0.15656565656565657,0.775,0.2605042016806723,155,835,45
1,1,5,2,5,2,3e-05,-25.0,0.17156105100463678,0.555,0.26210153482880755,111,536,89
1,1,5,2,5,2,3e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,3e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,3e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,3e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,3e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,1e-05,-9999.0,0.026664372957164974,0.775,0.0515549642441377,155,5658,45
1,1,5,2,5,2,1e-05,-40.0,0.04914394419784401,0.775,0.09242695289206918,155,2999,45
1,1,5,2,5,2,1e-05,-35.0,0.11532738095238096,0.775,0.20077720207253888,155,1189,45
1,1,5,2,5,2,1e-05,-30.0,0.15671641791044777,0.735,0.2583479789103691,147,791,53
1,1,5,2,5,2,1e-05,-25.0,0.17156105100463678,0.555,0.26210153482880755,111,536,89
1,1,5,2,5,2,1e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,2,1e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,2,1e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,2,1e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,2,1e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.01,-9999.0,0.010663822980538524,1.0,0.021102611448166712,200,18555,0
1,1,5,2,5,3,0.01,-40.0,0.046565774155995346,1.0,0.08898776418242493,200,4095,0
1,1,5,2,5,3,0.01,-35.0,0.10263022176379577,0.995,0.18606825619448336,199,1740,1
1,1,5,2,5,3,0.01,-30.0,0.15985790408525755,0.9,0.2714932126696833,180,946,20
1,1,5,2,5,3,0.01,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,3,0.01,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,0.01,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,0.01,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,0.01,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.01,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.003,-9999.0,0.015171351559491722,0.985,0.02988244216913159,197,12788,3
1,1,5,2,5,3,0.003,-40.0,0.04911493393168786,0.985,0.09356447399667538,197,3814,3
1,1,5,2,5,3,0.003,-35.0,0.10546038543897217,0.985,0.1905222437137331,197,1671,3
1,1,5,2,5,3,0.003,-30.0,0.15939447907390916,0.895,0.27059712773998484,179,944,21
1,1,5,2,5,3,0.003,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,3,0.003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,0.003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,0.003,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,0.003,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.003,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.001,-9999.0,0.01954596355492212,0.96,0.038311882669859326,192,9631,8
1,1,5,2,5,3,0.001,-40.0,0.05140562248995984,0.96,0.09758576874205843,192,3543,8
1,1,5,2,5,3,0.001,-35.0,0.11021814006888633,0.96,0.19773429454170954,192,1550,8
1,1,5,2,5,3,0.001,-30.0,0.1592128801431127,0.89,0.2701062215477997,178,940,22
1,1,5,2,5,3,0.001,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,3,0.001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,0.001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,0.001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,0.001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.0003,-9999.0,0.02357539082198689,0.935,0.04599114608952287,187,7745,13
1,1,5,2,5,3,0.0003,-40.0,0.05264639639639639,0.935,0.09968017057569296,187,3365,13
1,1,5,2,5,3,0.0003,-35.0,0.11388550548112059,0.935,0.20304017372421282,187,1455,13
1,1,5,2,5,3,0.0003,-30.0,0.16090909090909092,0.885,0.2723076923076923,177,923,23
1,1,5,2,5,3,0.0003,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,3,0.0003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,0.0003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,0.0003,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,0.0003,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.0003,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.0001,-9999.0,0.024872086412734508,0.875,0.04836926478717524,175,6861,25
1,1,5,2,5,3,0.0001,-40.0,0.05102040816326531,0.875,0.09641873278236915,175,3255,25
1,1,5,2,5,3,0.0001,-35.0,0.11174968071519796,0.875,0.19818799546998866,175,1391,25
1,1,5,2,5,3,0.0001,-30.0,0.15985130111524162,0.86,0.2695924764890282,172,904,28
1,1,5,2,5,3,0.0001,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,3,0.0001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,0.0001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,0.0001,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,0.0001,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,0.0001,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,3e-05,-9999.0,0.025576651498509337,0.815,0.049596835539327554,163,6210,37
1,1,5,2,5,3,3e-05,-40.0,0.04911117806568244,0.815,0.09263995453253765,163,3156,37
1,1,5,2,5,3,3e-05,-35.0,0.10881174899866489,0.815,0.19199057714958775,163,1335,37
1,1,5,2,5,3,3e-05,-30.0,0.15510597302504817,0.805,0.26009693053311794,161,877,39
1,1,5,2,5,3,3e-05,-25.0,0.1728395061728395,0.56,0.2641509433962264,112,536,88
1,1,5,2,5,3,3e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,3e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,3e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,3e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,3e-05,0.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,1e-05,-9999.0,0.026657552973342446,0.78,0.051553205551883675,156,5696,44
1,1,5,2,5,3,1e-05,-40.0,0.04893350062735257,0.78,0.09208972845336481,156,3032,44
1,1,5,2,5,3,1e-05,-35.0,0.11071682044002838,0.78,0.19390926041019266,156,1253,44
1,1,5,2,5,3,1e-05,-30.0,0.1565040650406504,0.77,0.2601351351351351,154,830,46
1,1,5,2,5,3,1e-05,-25.0,0.17156105100463678,0.555,0.26210153482880755,111,536,89
1,1,5,2,5,3,1e-05,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
1,1,5,2,5,3,1e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
1,1,5,2,5,3,1e-05,-10.0,0.0,0.0,0.0,0,56,200
1,1,5,2,5,3,1e-05,-5.0,1.0,0.0,0.0,0,0,200
1,1,5,2,5,3,1e-05,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.01,-9999.0,0.009284646061814556,0.745,0.01834071885770556,149,15899,51
2,1,1,1,5,2,0.01,-40.0,0.04076607387140903,0.745,0.07730220492866406,149,3506,51
2,1,1,1,5,2,0.01,-35.0,0.10478199718706048,0.745,0.1837237977805179,149,1273,51
2,1,1,1,5,2,0.01,-30.0,0.15252416756176154,0.71,0.251105216622458,142,789,58
2,1,1,1,5,2,0.01,-25.0,0.17027863777089783,0.55,0.26004728132387706,110,536,90
2,1,1,1,5,2,0.01,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
2,1,1,1,5,2,0.01,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
2,1,1,1,5,2,0.01,-10.0,0.0,0.0,0.0,0,56,200
2,1,1,1,5,2,0.01,-5.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.01,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.003,-9999.0,0.012459882952614687,0.66,0.024458032240133404,132,10462,68
2,1,1,1,5,2,0.003,-40.0,0.039975772259236826,0.66,0.0753854940034266,132,3170,68
2,1,1,1,5,2,0.003,-35.0,0.10653753026634383,0.66,0.1834607366226546,132,1107,68
2,1,1,1,5,2,0.003,-30.0,0.15375302663438256,0.635,0.24756335282651074,127,699,73
2,1,1,1,5,2,0.003,-25.0,0.1640378548895899,0.52,0.24940047961630696,104,530,96
2,1,1,1,5,2,0.003,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
2,1,1,1,5,2,0.003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
2,1,1,1,5,2,0.003,-10.0,0.0,0.0,0.0,0,56,200
2,1,1,1,5,2,0.003,-5.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.003,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.001,-9999.0,0.01675436167266685,0.605,0.03260576663971976,121,7101,79
2,1,1,1,5,2,0.001,-40.0,0.041854029747492215,0.605,0.07829181494661921,121,2770,79
2,1,1,1,5,2,0.001,-35.0,0.109009009009009,0.605,0.18473282442748093,121,989,79
2,1,1,1,5,2,0.001,-30.0,0.15267175572519084,0.6,0.2434077079107505,120,666,80
2,1,1,1,5,2,0.001,-25.0,0.16134185303514376,0.505,0.24455205811138014,101,525,99
2,1,1,1,5,2,0.001,-20.0,0.1532258064516129,0.38,0.21839080459770116,76,420,124
2,1,1,1,5,2,0.001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
2,1,1,1,5,2,0.001,-10.0,0.0,0.0,0.0,0,56,200
2,1,1,1,5,2,0.001,-5.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.001,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.0003,-9999.0,0.023009570352270414,0.565,0.04421835257288202,113,4798,87
2,1,1,1,5,2,0.0003,-40.0,0.043578866178172,0.565,0.08091657715717866,113,2480,87
2,1,1,1,5,2,0.0003,-35.0,0.11649484536082474,0.565,0.19316239316239314,113,857,87
2,1,1,1,5,2,0.0003,-30.0,0.14698162729658792,0.56,0.23284823284823283,112,650,88
2,1,1,1,5,2,0.0003,-25.0,0.16097560975609757,0.495,0.2429447852760736,99,516,101
2,1,1,1,5,2,0.0003,-20.0,0.15212981744421908,0.375,0.21645021645021648,75,418,125
2,1,1,1,5,2,0.0003,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
2,1,1,1,5,2,0.0003,-10.0,0.0,0.0,0.0,0,56,200
2,1,1,1,5,2,0.0003,-5.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.0003,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.0001,-9999.0,0.02671161825726141,0.515,0.05078895463510848,103,3753,97
2,1,1,1,5,2,0.0001,-40.0,0.04409246575342466,0.515,0.08123028391167193,103,2233,97
2,1,1,1,5,2,0.0001,-35.0,0.12075029308323564,0.515,0.19563152896486233,103,750,97
2,1,1,1,5,2,0.0001,-30.0,0.14305750350631136,0.51,0.2234392113910186,102,611,98
2,1,1,1,5,2,0.0001,-25.0,0.15485996705107083,0.47,0.2329615861214374,94,513,106
2,1,1,1,5,2,0.0001,-20.0,0.14754098360655737,0.36,0.20930232558139533,72,416,128
2,1,1,1,5,2,0.0001,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
2,1,1,1,5,2,0.0001,-10.0,0.0,0.0,0.0,0,56,200
2,1,1,1,5,2,0.0001,-5.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,0.0001,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,3e-05,-9999.0,0.029696969696969697,0.49,0.05600000000000001,98,3202,102
2,1,1,1,5,2,3e-05,-40.0,0.04537037037037037,0.49,0.08305084745762713,98,2062,102
2,1,1,1,5,2,3e-05,-35.0,0.12760416666666666,0.49,0.2024793388429752,98,670,102
2,1,1,1,5,2,3e-05,-30.0,0.1480916030534351,0.485,0.22690058479532166,97,558,103
2,1,1,1,5,2,3e-05,-25.0,0.15436241610738255,0.46,0.23115577889447234,92,504,108
2,1,1,1,5,2,3e-05,-20.0,0.1463917525773196,0.355,0.2072992700729927,71,414,129
2,1,1,1,5,2,3e-05,-15.0,0.06597222222222222,0.095,0.0778688524590164,19,269,181
2,1,1,1,5,2,3e-05,-10.0,0.0,0.0,0.0,0,56,200
2,1,1,1,5,2,3e-05,-5.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,3e-05,0.0,1.0,0.0,0.0,0,0,200
2,1,1,1,5,2,1e-05,-9999.0,0.03203582500861178,0.465,0.05994199162101192,93,2810,107
2,1,1,1,5,2,1e-05,-40.0,0.04583538689009364,0.465,0.08344549125168238,93,1936,107
