Time,Range,Angle,X,Y,Velocity
0,,,,,
1,293.74414515985,3.0,-37.738387202641604,15.03397259963996,0.0
2,293.36265925704504,3.01,-37.34823575249777,15.039994798608149,0.0
3,292.98117335424,3.02,-36.95807663170939,15.045880164662783,0.0
4,292.59968745143505,3.03,-36.567909818720466,15.05162868615055,0.0
5,,,,,
6,292.21820154863,3.03,-36.18350050976153,15.00729241084587,0.0
7,291.836715645825,3.04,-35.793319207954255,15.01283530753598,0.0
8,,,,,
9,,,,,
10,291.073743840215,3.07,-35.007165202899046,15.073254090980228,0.0
11,290.69225793741003,3.05,-34.63424034624359,14.92928859338705,0.0
12,290.310772034605,3.08,-34.23251594521372,15.033637988908417,0.0
13,289.9292861318,3.07,-33.85381081725507,14.939414709692421,0.0
14,289.5478002289951,3.08,-33.46358414349913,14.944272369737334,0.0
15,289.5478002289951,3.1,-33.45206715369318,15.04321781770426,0.0
16,288.784828423385,3.11,-32.67735106587003,15.002913839641344,0.0
17,288.40334252058005,3.13,-32.28133447295227,15.056560395967551,0.0
18,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,0.0
19,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,0.0
20,287.64037071497006,3.14,-31.506572668280683,15.015638864081154,0.0
