Time,Range,Angle,X,Y,Velocity
0,,,,,
1,293.74414515985,2.97,-37.75728811263747,14.86892078775309,10.789412505668365
2,293.36265925704504,3.03,-37.338341768235466,15.12592936425817,10.789412505668365
3,292.98117335424,3.02,-36.95972856701928,15.03153221952983,10.789412505668365
4,292.59968745143505,3.04,-36.563791580616225,15.087315569846567,10.789412505668365
5,,,,,
6,292.59968745143505,3.06,-36.55222447043957,15.187343185622275,10.789412505668365
7,291.836715645825,3.06,-35.78343341570422,15.09830485196882,10.789412505668365
8,,,,,
9,,,,,
10,291.45522974302,3.06,-35.39901605229983,15.053783156178845,10.789412505668365
11,290.69225793741003,3.07,-34.62437959179658,15.014411500655832,10.789412505668365
12,290.69225793741003,3.08,-34.6186131549357,15.064087323118613,10.789412505668365
13,290.310772034605,3.09,-34.228399965652784,15.069034039314126,10.789412505668365
14,289.9292861318,3.1,-33.83817891775459,15.07384382783281,10.789412505668365
15,289.5478002289951,3.11,-33.44794998717998,15.078516676464957,10.789412505668365
16,288.784828423385,3.11,-32.679000858214636,14.988779930840295,10.789412505668365
17,288.784828423385,3.12,-32.673238924536406,15.038116221054203,10.789412505668365
18,288.40334252058005,3.13,-32.28298694811974,15.042446287929081,10.789412505668365
19,288.02185661777503,3.13,-31.898490398756962,14.997439301438078,10.789412505668365
20,287.64037071497006,3.15,-31.50245895134094,15.050695444937105,10.789412505668365
