Time (s),| Total Complex Impulse Response total | (W),Phase( Total Complex Impulse Response total ) (rad)
1.60657203e-06,1.86973036e-13,-2.01126933
1.80130803e-06,6.25011327e-13,-2.02659917
1.80942197e-06,1.45077211e-14,-2.98876452
1.81753603e-06,6.31967259e-16,1.03552842
1.82564997e-06,1.03192355e-14,1.48159885
1.83376403e-06,1.02509857e-18,0.281356841
1.84187797e-06,3.96266042e-21,-0.937080801
1.84999203e-06,1.11188787e-28,-2.89159584
1.85810597e-06,1.37627894e-36,-2.91222668
1.95547409e-06,3.90939238e-23,0.224113584
1.96358792e-06,4.96936616e-23,1.02583861
1.97170198e-06,2.44447863e-23,2.5236392
1.97981603e-06,7.59257667e-25,0.44420436
1.98793009e-06,1.46201696e-30,2.46404457
1.99604392e-06,4.68744766e-36,-1.12990022
2.10152598e-06,3.36292959e-28,-1.25242925
2.10964004e-06,2.66683218e-30,1.41207719
2.11775409e-06,2.99030834e-31,-1.68100631
2.12586792e-06,2.37532238e-31,3.12811661
2.13398198e-06,9.17850494e-43,1.49784565
3.36731e-06,1.26617005e-20,2.65893078
3.37542406e-06,6.28830533e-27,-2.17815423
3.38353789e-06,1.94443512e-28,2.40478134
3.51336189e-06,4.56153503e-27,-2.56466603
3.52147595e-06,1.14352309e-34,0.459929615
4.90085586e-06,1.02215098e-29,1.96252429
4.90896991e-06,3.66286837e-31,3.10309577
4.91708397e-06,4.72642181e-32,1.98993337
4.92519803e-06,7.35467877e-33,0.529007316
4.93331208e-06,2.32328279e-40,-2.37721086
