time,target_id,x,y,vx,vy,cov_xx,cov_yy
0,0,-37.78062154257134,13.970592758942132,0.0,0.0,0.25,0.25
1,0,-37.53495356767308,14.094548232176056,1.6377864993217401,0.8263698215594867,0.19212457259702853,0.19178829285148896
2,0,-37.16417675035312,14.104739422567707,3.561686840961873,0.6187781078799248,0.19298124487775645,0.19231420199223928
3,0,-36.787910105663656,13.854567530362164,4.645057626059876,-0.9181957750238787,0.18815831487883838,0.18836542514567256
4,0,-36.429438265548406,14.423195643608798,5.208034322646539,1.8223789755831739,0.18341883343625617,0.18691826266451175
5,0,-36.16903654941608,14.514314592387956,5.208034322646539,1.8223789755831739,0.5826919996071824,0.5879268346357541
6,0,-35.90863483328375,14.605433541167114,5.208034322646539,1.8223789755831739,1.1175490333843983,1.1248639616614926
7,0,-35.54922334953585,13.984905405989355,5.479437683123394,-0.12792117691090543,0.24560589170790953,0.2543037953240161
8,0,-35.460043252227486,14.824362540141424,5.026054109510643,1.946908801915834,0.18334445931773702,0.19432124622144614
9,0,-34.92620620562971,15.412188966176865,5.6558222932048965,3.0392895647875005,0.17168853151144794,0.1746229521463922
10,0,-34.73947756112701,14.291552890200597,5.459424734885126,0.43901159547501756,0.19879232953257603,0.37594545532217083
11,0,-34.275040795775915,14.657992864697631,5.820935855869904,1.0860985439118092,0.17132174048861992,0.1911121693125472
12,0,-33.89862759020718,14.863361466069872,5.9715180913210615,1.3517701728814997,0.16610475811977915,0.16897059412078164
13,0,-33.5312753399455,15.202965483206537,6.085648666714359,1.8027260558911604,0.16493815514812132,0.16574616722832605
14,0,-33.204649230081,15.273914647037715,6.120765059603813,1.7725867223354566,0.164118651798597,0.1642326498072533
15,0,-32.90469866612157,15.147873719484322,6.111662462780481,1.4514883709229434,0.16376155087837624,0.16402395414799714
16,0,-32.60368396701849,15.042782293994136,6.1051244991176485,1.1972172761723012,0.16337209682653586,0.16357536230119463
17,0,-32.29854178419705,14.97797630777736,6.104967318547552,1.025754350058074,0.16301644525236222,0.1631252886072261
18,0,-32.03010460860085,15.029444293326405,6.056120584004116,1.0259933796325986,0.16271311161295066,0.16272263383828295
19,0,-31.733693983299588,15.056354259746989,6.047903945122966,0.9946581199054778,0.1624671256182496,0.1624713329157065
20,0,-31.430256368404212,15.04240439773254,6.049204397605067,0.915190997911115,0.1622707377456205,0.16229145131015454
