Time (s),| Total Complex Impulse Response total | (W),Phase( Total Complex Impulse Response total ) (rad)
1.60349998e-06,2.39595433e-14,3.08110595
1.60499997e-06,1.61281971e-13,-1.64521074
1.79949996e-06,1.75019427e-16,-2.72021341
1.82600002e-06,5.61368672e-15,-0.428989649
1.82650001e-06,1.64367302e-14,0.200658008
1.82700001e-06,1.2851936e-14,1.17646682
1.8275e-06,2.43946149e-14,1.04693949
1.82799999e-06,1.23641359e-13,-2.6890583
1.82849999e-06,4.42645086e-14,-1.6458081
1.82899998e-06,6.8064166e-14,-0.810612142
1.82949998e-06,4.81123735e-15,-0.709993422
1.82999997e-06,5.32174601e-16,2.03268814
1.83049997e-06,1.26954632e-15,2.60788584
1.83099996e-06,2.68533611e-16,-2.23062491
1.83149996e-06,5.50307644e-17,-1.0911696
1.83199995e-06,7.77277733e-17,2.50153017
1.83249995e-06,8.22150693e-18,-1.37907398
1.83300006e-06,1.11561187e-18,-1.13101983
1.83350005e-06,1.85619536e-18,1.13824058
1.83400005e-06,3.47667858e-18,-0.3837865
1.83450004e-06,2.87430839e-19,-0.655670345
1.83500003e-06,5.50202351e-20,-1.22275519
1.83550003e-06,6.80694746e-20,1.26306474
1.83600002e-06,2.86357165e-20,-2.63220811
1.83650002e-06,3.85464121e-22,-0.103802517
1.83700001e-06,2.86455741e-22,2.36777115
1.83750001e-06,8.14234932e-24,-0.655259252
1.838e-06,1.03460055e-19,-0.129655242
1.8385e-06,5.34028369e-21,-2.77438092
1.83899999e-06,3.14101719e-22,1.98501921
1.83949999e-06,1.33215286e-24,-2.41230011
1.83999998e-06,3.13785557e-24,-2.1739552
1.84049998e-06,2.20782781e-24,-2.75796223
1.84099997e-06,5.85076803e-22,-2.59983635
1.84149997e-06,2.05004188e-27,-0.942470372
1.84199996e-06,7.04827917e-30,2.0719707
1.84249996e-06,3.21217731e-24,-0.145213485
1.84299995e-06,5.76726824e-29,1.63002551
1.84349994e-06,1.52519588e-25,0.930559158
1.84400005e-06,4.12496977e-23,-1.56493914
1.84450005e-06,9.80498054e-21,0.248952627
1.84500004e-06,1.59824122e-20,0.436927289
1.84550004e-06,1.30094661e-20,2.31523466
1.84600003e-06,4.90778172e-21,1.50419164
1.84650003e-06,1.94860155e-22,-0.47658816
1.84700002e-06,3.53472946e-22,-2.06238914
1.84750002e-06,1.46986117e-23,1.23530924
1.84800001e-06,1.84610748e-24,-2.43828917
1.84850001e-06,1.44885182e-24,0.467764705
1.849e-06,2.41107901e-24,-0.389605761
1.84949999e-06,1.19868894e-26,1.28821599
1.84999999e-06,8.95801478e-26,0.567057073
1.85049998e-06,2.70579019e-25,1.98069048
1.85099998e-06,2.8533981e-27,2.99108219
1.85149997e-06,7.15599493e-28,-2.77365613
1.85199997e-06,2.73676932e-28,0.0751284212
1.85249996e-06,9.0735711e-33,2.96450496
1.85299996e-06,3.60422959e-28,-0.16828984
1.85349995e-06,8.06807013e-32,-0.452207625
1.85399995e-06,2.39295752e-33,-0.0462200195
1.85450006e-06,5.28593215e-30,-2.5423398
1.85500005e-06,6.56161084e-34,-2.09623194
1.85550005e-06,1.63235465e-30,2.04755211
1.86149998e-06,2.36797992e-29,-1.58319306
1.86199998e-06,5.03108513e-28,-1.30000806
1.86249997e-06,1.6698244e-27,1.75380659
1.86299997e-06,1.49505307e-29,2.17179942
1.86349996e-06,6.50987818e-28,1.9106487
1.86399996e-06,3.6127949e-31,-0.671065748
1.86449995e-06,3.98537254e-31,1.89082813
1.86499994e-06,2.50537507e-31,2.73419905
1.86550005e-06,2.50471064e-30,0.00166799291
1.86700004e-06,1.07559065e-34,-2.45944595
