Time,Range,Angle,X,Y,Velocity
0,,,,,
1,293.36265925704504,3.01,-37.349887393051745,15.025627345526509,10.789412505668365
2,292.98117335424,3.01,-36.96548928628556,14.981447795843856,10.789412505668365
3,292.59968745143505,3.05,-36.558012390056035,15.137329882444817,10.789412505668365
4,292.21820154863,3.05,-36.173616357753644,15.092878645427689,10.789412505668365
5,,,,,
6,292.21820154863,3.04,-36.179387795964146,15.042931423270083,10.789412505668365
7,291.45522974302,3.08,-35.38746071810567,15.153404190645404,10.789412505668365
8,,,,,
9,,,,,
10,291.073743840215,3.06,-35.01458405300053,15.009259765317516,10.789412505668365
11,290.310772034605,3.09,-34.228399965652784,15.069034039314126,10.789412505668365
12,290.310772034605,3.09,-34.228399965652784,15.069034039314126,10.789412505668365
13,289.9292861318,3.1,-33.83817891775459,15.07384382783281,10.789412505668365
14,289.5478002289951,3.1,-33.453718960268304,15.029045173048459,10.789412505668365
15,289.16631432619005,3.1,-33.0692440683282,14.984244778047916,10.789412505668365
16,288.784828423385,3.12,-32.673238924536406,15.038116221054203,10.789412505668365
17,288.784828423385,3.1,-32.68475418099814,14.939442635730686,10.789412505668365
18,288.40334252058005,3.13,-32.28298694811974,15.042446287929081,10.789412505668365
19,288.02185661777503,3.14,-31.892726965621307,15.046639366747158,10.789412505668365
20,287.64037071497006,3.16,-31.49668622928675,15.099826388908397,10.789412505668365
