Time,Range,Angle,X,Y,Velocity,Power
0,300.992377313145,2.84,-45.13422238066869,15.033346490730835,10.789412505668365,-19.719643256000737
1,300.61089141034006,2.86,-44.738437562434,15.09322374406063,10.789412505668365,-21.580759215188408
2,300.22940550753503,2.84,-44.365706949420144,14.947329232823137,10.789412505668365,-21.066634914587805
3,300.22940550753503,2.85,-44.359952072254714,14.998705238658054,10.789412505668365,-22.74020350208799
4,299.84791960473,2.86,-43.96992553273856,15.006935234292285,10.789412505668365,-17.049811450637364
5,299.46643370192504,2.89,-43.56834938035598,15.11750528410429,10.789412505668365,-21.336918537532203
6,299.08494779912,2.88,-43.189850512559985,15.022985274276223,10.789412505668365,-19.832257706564434
7,298.70346189631505,2.87,-42.81131408583008,14.92859687524954,10.789412505668365,-22.963483808831995
8,298.70346189631505,2.89,-42.7998019983076,15.030805297406829,10.789412505668365,-17.78091040980219
9,298.32197599351,2.9,-42.40974612509672,15.03848864171701,10.789412505668365,-19.086861358067093
10,297.940490090705,2.9,-42.02544604890818,14.995067743917204,10.789412505668365,-17.06955687449865
11,297.55900418790003,2.9,-41.64113229324113,14.951645300514684,10.789412505668365,-23.05265625532605
12,297.55900418790003,2.92,-41.629612231592205,15.053445250773521,10.789412505668365,-21.49667955091607
13,297.177518285095,2.92,-41.24529992354422,15.009887102696382,10.789412505668365,-17.919949281459125
14,296.79603238229,2.93,-40.85521568838402,15.017091706159512,10.789412505668365,-17.954494794953025
15,296.414546479485,2.94,-40.46512398018848,15.024159577686525,10.789412505668365,-21.261956589961738
16,296.03306057668,2.95,-40.075024780063416,15.031090706209973,10.789412505668365,-22.5471535258818
17,296.03306057668,2.95,-40.075024780063416,15.031090706209973,10.789412505668365,-17.2863677923545
18,295.6515746738751,2.95,-39.69067985536975,14.987325021523219,10.789412505668365,-17.78326101135226
19,295.27008877107005,2.96,-39.30056678146417,14.994050718261022,10.789412505668365,-18.18707558198237
20,295.27008877107005,2.97,-39.29480382700774,15.044542689658769,10.789412505668365,-23.497492355694092
21,294.888602868265,2.98,-38.904682034842494,15.051063522130093,10.789412505668365,-18.914395866613816
22,294.50711696546006,2.98,-38.52031789094099,15.00709177461031,10.789412505668365,-18.713108479814967
23,294.12563106265503,2.99,-38.13018203391056,15.013407111515257,10.789412505668365,-21.17104545648608
24,293.74414515985,3.01,-37.734271154225326,15.069805246445,10.789412505668365,-24.899672956324483
25,,,,,,
26,293.36265925704504,3.01,-37.349887393051745,15.025627345526509,10.789412505668365,-26.747881140506856
27,292.98117335424,3.01,-36.96548928628556,14.981447795843856,10.789412505668365,-22.43151426673545
28,292.59968745143505,3.02,-36.57532377386411,14.987283922481822,10.789412505668365,-25.118048836001677
29,292.21820154863,3.06,-36.16783620219627,15.14282485951857,10.789412505668365,-27.342431258125032
30,,,,,,
31,292.21820154863,3.03,-36.185150516652016,14.992983194567223,10.789412505668365,-25.76339041933515
32,291.45522974302,3.03,-35.416283850019056,14.904344056703899,10.789412505668365,-22.983769428608866
33,,,,,,
34,,,,,,
35,291.073743840215,3.08,-35.00304428382225,15.10874661041656,10.789412505668365,-22.701596711371728
36,290.310772034605,3.08,-34.23416727182183,15.01942632182503,10.789412505668365,-26.787996077894345
37,290.310772034605,3.09,-34.228399965652784,15.069034039314126,10.789412505668365,-23.740237100272452
38,289.9292861318,3.09,-33.84394706933347,15.024304216691071,10.789412505668365,-21.12230041949669
39,289.5478002289951,3.1,-33.453718960268304,15.029045173048459,10.789412505668365,-20.668869509840793
40,289.16631432619005,3.11,-33.06348292023972,15.033649178619548,10.789412505668365,-24.223711369096648
41,288.784828423385,3.12,-32.673238924536406,15.038116221054203,10.789412505668365,-23.579805551955545
42,288.784828423385,3.12,-32.673238924536406,15.038116221054203,10.789412505668365,-20.740075490384598
43,288.40334252058005,3.13,-32.28298694811974,15.042446287929081,10.789412505668365,-17.092150826682584
44,288.02185661777503,3.13,-31.898490398756962,14.997439301438078,10.789412505668365,-17.83939536037789
45,287.64037071497006,3.14,-31.508223098339954,15.001563494184055,10.789412505668365,-23.154799130153872
46,287.64037071497006,3.15,-31.50245895134094,15.050695444937105,10.789412505668365,-19.60503366891318
47,287.25888481216504,3.15,-31.11794771619344,15.005550675064192,10.789412505668365,-17.743091630488813
48,286.87739890936,3.16,-30.72766422594441,15.009400831361518,10.789412505668365,-14.55218485673398
49,286.49591300655504,3.17,-30.337372600880997,15.013113950283135,10.789412505668365,-16.52705177695589
50,286.49591300655504,3.18,-30.331606455780218,15.062041548899003,10.789412505668365,-19.06229273141537
51,286.11442710375,3.18,-29.94707281395,15.016690018959608,10.789412505668365,-17.549759528962614
52,285.73294120094505,3.19,-29.556764837754827,15.020129024444394,10.789412505668365,-15.706816450926734
53,285.35145529814,3.2,-29.16644864455276,15.023430953713238,10.789412505668365,-14.258779352487739
54,285.35145529814,3.2,-29.16644864455276,15.023430953713238,10.789412505668365,-19.03974312729866
55,284.969969395335,3.21,-28.77612420625286,15.02659579366361,10.789412505668365,-16.610352681841142
56,284.58848349253003,3.22,-28.38579149441324,15.029623531114076,10.789412505668365,-15.60995536679621
57,284.206997589725,3.23,-27.995450480238617,15.032514152803614,10.789412505668365,-15.081570054577046
58,283.82551168692004,3.23,-27.610862648278328,14.986815912129977,10.789412505668365,-17.3029188608173
59,283.82551168692004,3.24,-27.60510113457815,15.035267645391194,10.789412505668365,-19.846011368190347
60,283.444025784115,3.25,-27.214743427922485,15.03788399545492,10.789412505668365,-20.649662665681042
