time,target_id,x,y,vx,vy,cov_xx,cov_yy
0,0,-33.07790286927559,7.345391773969226,10.785362135949896,0.2956109163938006,1.0116563333333333,1.0116563333333333
1,0,-32.61310837561677,7.3601899458872335,10.749440919833772,0.295619418074601,0.5195182405724489,0.5194384961080315
2,0,-32.01746511159357,7.362598787571121,10.825528666938142,0.27943519683537976,0.36658176077516125,0.3665109933575658
3,0,-31.492618516129497,7.340620448214625,10.78968944898625,0.20100731099048208,0.3071795457853794,0.3071527316435034
4,0,-31.00429032950715,7.342112206350653,10.645741487947259,0.17692193201721615,0.28596216995711693,0.28592404663717574
5,0,-30.4415966527992,7.336855699843822,10.740653669247848,0.13289844623798824,0.2807154751870226,0.280685752165952
6,0,-29.921480743654666,7.348658236672867,10.686878744457239,0.14929435132022018,0.28035313795880845,0.2803327796363025
7,0,-29.439922862291894,7.348300452283063,10.52367788909311,0.1251085707036098,0.2795790782476212,0.2795400122138523
8,0,-28.987181595321132,7.364091847500757,10.307950874475821,0.15312029684023343,0.2764459418987091,0.2763667092606682
9,0,-28.46024089182133,7.319546370238986,10.33980891672007,0.009044348446626799,0.27068591967247785,0.2706558965781078
10,0,-27.960740776275443,7.360743174435858,10.294652115242688,0.11424250736494188,0.26294937976071303,0.26294231110228095
11,0,-27.48277508745372,7.469549028522258,10.205925141219858,0.3630378317741183,0.2540078088217262,0.25409762052613644
12,0,-26.94426693765013,7.460267882777408,10.269628014640128,0.30109421853625756,0.244340874760341,0.24440642235662197
13,0,-26.437388134749966,7.4658363499568665,10.25564962418972,0.28101159479619164,0.23446784139107027,0.23451611215792006
14,0,-25.956398875732962,7.472581163631722,10.192389368969154,0.2664743444473396,0.22472643672053783,0.22475274198007136
15,0,-25.56045405017885,7.506747610208712,9.979256060862465,0.3055477367576561,0.22159033274328557,0.21515234407537184
16,0,-25.029693844744347,7.494928170513376,10.035525735648408,0.257554883635739,0.21105743228300386,0.20616961871897133
17,0,-24.596948499388006,7.5029242333601065,9.919872612938981,0.24934528389915311,0.22369094156667804,0.1977536369182245
18,0,-24.176072698377983,7.529684475358186,9.800761949052077,0.2720613023619407,0.2329396789095675,0.18982594430621186
19,0,-23.61369240869106,7.531685319595307,9.909432926978546,0.254566536088618,0.2148203728320921,0.18223972054709608
20,0,-23.09011103404221,7.486787375240393,9.949496930695835,0.1712897407996888,0.2000859532805292,0.17516837601562898
21,0,-22.58767600382768,7.489400570979615,9.956245856929185,0.16307522820049752,0.18778991398179876,0.1685024254675578
22,0,-22.108215321802316,7.455782538082814,9.932247063012003,0.10777531732281401,0.17735055819461784,0.162293468474826
23,0,-21.58070733336628,7.415163691281569,9.970772399003836,0.0494469176399419,0.1683319228895013,0.15648965623202887
24,0,-21.072691229555307,7.402464430767097,9.982124244867375,0.03096549821600157,0.16040114771696204,0.15102554307930582
25,0,-20.580404074841542,7.413218530195968,9.974259569267293,0.04175516012868347,0.15336466749786096,0.14590452836661605
26,0,-20.04725714518514,7.4189556526893,10.012630530113512,0.04593586591450745,0.14707561964915747,0.14110541230433435
27,0,-19.536493967982345,7.39406261592856,10.023491012609492,0.016280653576895922,0.14138368550608638,0.13660403141955957
28,0,-19.04170808287704,7.37339770500053,10.016815743673419,-0.006376988351483169,0.13620404317845583,0.1323680588414563
29,0,-18.55822374346372,7.3799348429416325,9.999341151581211,0.0005963662186762734,0.1314651802489359,0.12837689976471872
30,0,-18.039530482164324,7.371082940540645,10.017617106848794,-0.008160250292344764,0.12710599498569575,0.12461675800525876
0,1,-30.337372600881,15.013113950283136,10.772903144258468,0.5966406472064438,1.0116563333333333,1.0116563333333333
1,1,-29.89836132534482,14.810621176263055,10.724846254772867,0.48458230563534366,0.5200218481325658,0.5206925330218223
2,1,-29.435560197375874,14.866089980055222,10.628825474592674,0.5254270627031623,0.36684134150594494,0.36708411009183434
3,1,-28.99123739634723,14.858640563523535,10.43892019010723,0.45201699835054293,0.30742409655224223,0.3074728202171048
4,1,-28.67136086524975,14.852968159348682,9.87061295923903,0.3726559170587912,0.2867717834412503,0.2863049148289066
5,1,-28.344858587030767,14.887340965177772,9.34965969065778,0.42185672851574046,0.2816949051278931,0.2810516978343986
6,1,-28.01815331871696,14.928271125815526,8.90259081330011,0.48493751016592146,0.28131666884586154,0.280665314372703
7,1,-27.691523923096554,14.947876111996125,8.536586951992309,0.4706094930025418,0.2803897576319121,0.27980867573453255
8,1,-27.358153792692256,14.975563470652324,8.262314630042429,0.48281920932153377,0.27702429177849963,0.2765564307939757
9,1,-27.13126068639879,14.90693173908182,7.7487461936012245,0.22680279543509213,0.27169346217093343,0.27107765390542404
10,1,-26.89638834817822,14.676749162057796,7.355148314433069,-0.3966835912798283,0.26447288412525227,0.26458701042834676
11,1,-26.633396138567743,14.48785505997716,7.1025817610558635,-0.8044886077753464,0.2553460756000531,0.25566468149532995
12,1,-26.278267050514952,14.447630629588394,7.1025817610558635,-0.8044886077753464,0.32251379382708206,0.3229438009258474
13,1,-25.87782323870614,14.330244773527422,7.197534089793377,-0.966153307319435,0.2882797648328944,0.28860684787692087
14,1,-25.51794653421647,14.28193710816145,7.197534089793377,-0.966153307319435,0.35302265889906664,0.353432978415186
15,1,-25.158069829726802,14.233629442795479,7.197534089793377,-0.966153307319435,0.4264969210805986,0.42699796771447274
16,1,-24.798193125237134,14.185321777429508,7.197534089793377,-0.966153307319435,0.5087056763774903,0.5093049407747812
17,1,-24.620825576434523,14.278744746848682,6.907372840757966,-0.7408002685659607,0.3797174357903485,0.3798323495404037
18,1,-24.275456934396626,14.241704733420384,6.907372840757966,-0.7408002685659607,0.44305614448648406,0.44318777100549944
19,1,-23.93008829235873,14.204664719992087,6.907372840757966,-0.7408002685659607,0.5123602925934856,0.5125088203269327
20,1,-23.793501276362626,14.280874262828725,6.629300529858879,-0.5899397932244034,0.37499506704893376,0.37466982165254364
21,1,-23.53733454828937,14.445034966966315,6.533986365638969,-0.3448954119562966,0.30181886863941776,0.3020124609805036
22,1,-23.261218780093074,14.370295843846618,6.472859570014042,-0.41437013783273924,0.256204621272001,0.25633370960318813
23,1,-23.04324254023663,14.305788244841342,6.350369887277947,-0.46511878375640137,0.2251747173045809,0.22516835633363005
24,1,-22.767600024782904,14.40741668245121,6.303640870747723,-0.3257925683356987,0.20248143519232767,0.20262071653219846
25,1,-22.466456195159832,14.51180321131642,6.288520843599334,-0.195853266877976,0.18511863824009406,0.18537016099282652
26,1,-22.224906963422274,14.515605521869938,6.21259604760955,-0.1816923751127796,0.17138237964197992,0.1715269453922186
27,1,-21.94953967369355,14.593135757307508,6.176987532331954,-0.09423687234772665,0.16018735729112438,0.16036001267745828
28,1,-21.662599867202953,14.609070664395913,6.155504703649808,-0.07399631595165335,0.15083267591281696,0.1509684704168208
29,1,-21.35615160870954,14.662456395201342,6.154243643837568,-0.01957758656232913,0.14291555521223856,0.14305257384083975
30,1,-21.040018722387583,14.695839382795098,6.162063748897588,0.012314521114105553,0.1360972192073105,0.13621720626056139
