time,range,angle,x,y,velocity
0,288.40334252058005,1.57,-33.07790286927559,7.345391773969226,10.789412505668365
0,286.49591300655504,1.57,-31.14985351653712,7.172763795206539,10.789412505668365
0,288.40334252058005,3.17,-32.25985018011875,15.23950892146167,10.789412505668365
0,286.49591300655504,3.17,-30.337372600881,15.013113950283136,10.789412505668365
1,288.02185661777503,1.58,-32.68790168243544,7.360207647649293,10.789412505668365
1,286.11442710375,1.58,-30.75980575132047,7.187236279272188,10.789412505668365
1,288.02185661777503,3.09,-31.92145825835729,14.800629003594658,10.789412505668365
1,286.11442710375,3.09,-29.998589917240395,14.57690963342194,10.789412505668365
2,287.25888481216504,1.59,-31.912291004569965,7.340226598895303,10.789412505668365
2,285.73294120094505,1.59,-30.369745973003603,7.201571982242708,10.789412505668365
2,287.25888481216504,3.17,-31.10640947912856,15.10367733774023,10.789412505668365
2,285.73294120094505,3.17,-29.568274005367076,14.92254329487198,10.789412505668365
3,286.87739890936,1.58,-31.531090291578835,7.256428968382554,10.789412505668365
3,285.35145529814,1.58,-29.98845906048496,7.118038014572871,10.789412505668365
3,286.87739890936,3.15,-30.733421177474497,14.960404108426587,10.789412505668365
3,285.35145529814,3.15,-29.19516072222001,14.77979972574731,10.789412505668365
4,286.49591300655504,1.6,-31.136634549424343,7.319970056913061,10.789412505668365
4,284.969969395335,1.6,-29.5939894424763,7.181035022782879,10.789412505668365
4,286.49591300655504,3.15,-30.34887927221308,14.915255737630972,10.789412505668365
4,285.35145529814,3.15,-29.19516072222001,14.77979972574731,10.789412505668365
5,285.73294120094505,1.61,-30.36093188392533,7.299437948691864,10.789412505668365
5,284.969969395335,1.61,-29.58959026433655,7.229832995851616,10.789412505668365
5,285.73294120094505,3.19,-29.556764837754827,15.020129024444394,10.789412505668365
5,284.969969395335,3.19,-28.78763567875268,14.929282558677585,0.0
6,285.35145529814,1.63,-29.96643282832161,7.362364443231019,10.789412505668365
6,284.58848349253003,1.63,-29.195084157336737,7.292487401513249,10.789412505668365
6,285.35145529814,3.21,-29.16068071662937,15.07215418738972,10.789412505668365
6,284.58848349253003,3.21,-28.391552011139023,14.981035541767326,10.789412505668365
7,284.969969395335,1.63,-29.58076635783351,7.327426634868647,10.789412505668365
7,284.206997589725,1.63,-28.8093861615522,7.25754673725115,10.789412505668365
7,284.969969395335,3.21,-28.77612420625286,15.02659579366361,10.789412505668365
7,284.206997589725,3.21,-28.00696406619676,14.935473423989528,10.789412505668365
