time,target_id,x,y,vx,vy,cov_xx,cov_yy
0,0,-37.74414833597484,14.983752274348106,4.248079214096736,0.6489563105226379,0.25,0.25
1,0,-37.67270828500861,15.141616535294991,3.3083198158393516,1.485065946661001,0.19166932803996603,0.19163947139290569
2,0,-37.388532418800544,15.084556637808658,4.099357283492255,0.6103847463534664,0.19219567716073005,0.1922147707537388
3,0,-37.022955664303744,15.027877144021884,4.977488223018097,0.13365302553946584,0.18763339200422555,0.18751190639101886
4,0,-36.63564249494222,14.975550802655704,5.594903656075986,-0.12951025084900275,0.1818546479609412,0.18173882567777408
5,0,-36.232113194774875,15.030320702565815,6.05540815237908,0.09834016708677415,0.1772160352542318,0.17713079522064082
6,0,-36.09886069981046,15.050247792929428,5.516137672870351,0.14609273231018172,0.1739299959918825,0.1737526594739271
7,0,-35.80302521565958,15.027436547785564,5.571829004841431,0.06235260733365548,0.17122045965753865,0.17119724943954842
8,0,-35.44357607801057,15.022346577741304,5.771976434089428,0.04203512405842516,0.16937724751501881,0.16933929174966159
9,0,-35.05723094542065,15.056721594440896,5.990641295417779,0.1142316179619001,0.16798255330688383,0.16793190488209983
10,0,-34.92161516336582,15.069540725586794,5.655068623931409,0.12878423195826746,0.1670074388906447,0.16685607242203845
11,0,-34.624538522685704,15.077508832326444,5.682185449242943,0.1316786515402724,0.16592219452813872,0.1658987368181792
12,0,-34.27016581618564,15.05124178820412,5.806301346231235,0.07364889766510008,0.1652050752409037,0.16518194636142233
13,0,-33.890596735097915,15.044264145109846,5.95452879541297,0.05594483902122442,0.16462648449474557,0.16458312923163665
14,0,-33.7504893303491,15.07356738161841,5.706801028669923,0.09760469202543506,0.16426131862731919,0.16412914664980277
15,0,-33.45670403760037,15.05570854590244,5.719434989662645,0.0635871357839354,0.1636652040659421,0.16364778578729627
16,0,-32.85696296393535,14.991123899043272,6.168491691442558,-0.03339566381325082,0.16413592742529445,0.16357982011468455
17,0,-32.38407380646036,14.96922864911171,6.394664510051139,-0.06120942267444504,0.16330080792531546,0.16308030128981424
18,0,-32.20734407563274,14.992567798785682,6.204928847901233,-0.026182308478003805,0.1629023096706633,0.16276884443921635
19,0,-31.896932853744495,15.004256368288607,6.205140565432729,-0.009484886286454452,0.16249363985775206,0.1624747071457002
20,0,-31.535389424493914,15.011373165712666,6.269132301928561,-1.3199807141399053e-05,0.16228380566880074,0.16226839838450324
